species_code,common_name,scientific_name,location_id,location_name,observation_datetime,bird_count,latitude,longitude
amerob,American Robin,Turdus migratorius,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,2,39.8893501,-75.2601457
cedwax,Cedar Waxwing,Bombycilla cedrorum,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,1,39.8893501,-75.2601457
houfin,House Finch,Haemorhous mexicanus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,1,39.8893501,-75.2601457
amegfi,American Goldfinch,Spinus tristis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,2,39.8893501,-75.2601457
sonspa,Song Sparrow,Melospiza melodia,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,1,39.8893501,-75.2601457
balori,Baltimore Oriole,Icterus galbula,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,1,39.8893501,-75.2601457
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,1,39.8893501,-75.2601457
bnhcow,Brown-headed Cowbird,Molothrus ater,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,1,39.8893501,-75.2601457
comyel,Common Yellowthroat,Geothlypis trichas,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,3,39.8893501,-75.2601457
amered,American Redstart,Setophaga ruticilla,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,1,39.8893501,-75.2601457
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,2,39.8893501,-75.2601457
norcar,Northern Cardinal,Cardinalis cardinalis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,1,39.8893501,-75.2601457
indbun,Indigo Bunting,Passerina cyanea,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:11:00,1,39.8893501,-75.2601457
haiwoo,Hairy Woodpecker,Leuconotopicus villosus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:10:00,1,39.8893501,-75.2601457
blujay,Blue Jay,Cyanocitta cristata,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:10:00,2,39.8893501,-75.2601457
tuftit,Tufted Titmouse,Baeolophus bicolor,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:10:00,1,39.8893501,-75.2601457
woothr,Wood Thrush,Hylocichla mustelina,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:10:00,1,39.8893501,-75.2601457
comgra,Common Grackle,Quiscalus quiscula,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:10:00,3,39.8893501,-75.2601457
blugrb1,Blue Grosbeak,Passerina caerulea,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 08:10:00,1,39.8893501,-75.2601457
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 07:57:00,2,39.8893501,-75.2601457
marwre,Marsh Wren,Cistothorus palustris,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-14 07:57:00,3,39.8893501,-75.2601457
moudov,Mourning Dove,Zenaida macroura,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,1,39.8893501,-75.2601457
blkvul,Black Vulture,Coragyps atratus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,1,39.8893501,-75.2601457
turvul,Turkey Vulture,Cathartes aura,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,1,39.8893501,-75.2601457
osprey,Osprey,Pandion haliaetus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,1,39.8893501,-75.2601457
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,1,39.8893501,-75.2601457
norfli,Northern Flicker,Colaptes auratus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,1,39.8893501,-75.2601457
easkin,Eastern Kingbird,Tyrannus tyrannus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,1,39.8893501,-75.2601457
treswa,Tree Swallow,Tachycineta bicolor,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,2,39.8893501,-75.2601457
barswa,Barn Swallow,Hirundo rustica,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,7,39.8893501,-75.2601457
carwre,Carolina Wren,Thryothorus ludovicianus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,2,39.8893501,-75.2601457
eursta,European Starling,Sturnus vulgaris,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,5,39.8893501,-75.2601457
grycat,Gray Catbird,Dumetella carolinensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,2,39.8893501,-75.2601457
amerob,American Robin,Turdus migratorius,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,2,39.8893501,-75.2601457
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 10:12:00,4,39.8893501,-75.2601457
cangoo,Canada Goose,Branta canadensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,5,39.8893501,-75.2601457
killde,Killdeer,Charadrius vociferus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,2,39.8893501,-75.2601457
ribgul,Ring-billed Gull,Larus delawarensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,4,39.8893501,-75.2601457
grnher,Green Heron,Butorides virescens,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,1,39.8893501,-75.2601457
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,1,39.8893501,-75.2601457
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,1,39.8893501,-75.2601457
houwre,Northern House Wren,Troglodytes aedon,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,1,39.8893501,-75.2601457
amegfi,American Goldfinch,Spinus tristis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,2,39.8893501,-75.2601457
bnhcow,Brown-headed Cowbird,Molothrus ater,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,2,39.8893501,-75.2601457
comgra,Common Grackle,Quiscalus quiscula,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,1,39.8893501,-75.2601457
comyel,Common Yellowthroat,Geothlypis trichas,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,2,39.8893501,-75.2601457
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,1,39.8893501,-75.2601457
norcar,Northern Cardinal,Cardinalis cardinalis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-15 07:41:00,2,39.8893501,-75.2601457
moudov,Mourning Dove,Zenaida macroura,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
dowwoo,Downy Woodpecker,Dryobates pubescens,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
acafly,Acadian Flycatcher,Empidonax virescens,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
blujay,Blue Jay,Cyanocitta cristata,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
amecro,American Crow,Corvus brachyrhynchos,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,2,39.8893501,-75.2601457
tuftit,Tufted Titmouse,Baeolophus bicolor,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
treswa,Tree Swallow,Tachycineta bicolor,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,6,39.8893501,-75.2601457
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
barswa,Barn Swallow,Hirundo rustica,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,8,39.8893501,-75.2601457
eursta,European Starling,Sturnus vulgaris,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,18,39.8893501,-75.2601457
grycat,Gray Catbird,Dumetella carolinensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
houspa,House Sparrow,Passer domesticus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
houfin,House Finch,Haemorhous mexicanus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
amegfi,American Goldfinch,Spinus tristis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
sonspa,Song Sparrow,Melospiza melodia,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,3,39.8893501,-75.2601457
bnhcow,Brown-headed Cowbird,Molothrus ater,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
comyel,Common Yellowthroat,Geothlypis trichas,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,1,39.8893501,-75.2601457
norcar,Northern Cardinal,Cardinalis cardinalis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-18 07:23:00,2,39.8893501,-75.2601457
moudov,Mourning Dove,Zenaida macroura,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,1,39.8893501,-75.2601457
grnher,Green Heron,Butorides virescens,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,1,39.8893501,-75.2601457
reevir1,Red-eyed Vireo,Vireo olivaceus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,1,39.8893501,-75.2601457
treswa,Tree Swallow,Tachycineta bicolor,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,11,39.8893501,-75.2601457
barswa,Barn Swallow,Hirundo rustica,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,12,39.8893501,-75.2601457
carwre,Carolina Wren,Thryothorus ludovicianus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,2,39.8893501,-75.2601457
grycat,Gray Catbird,Dumetella carolinensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,16,39.8893501,-75.2601457
amerob,American Robin,Turdus migratorius,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,5,39.8893501,-75.2601457
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,12,39.8893501,-75.2601457
comyel,Common Yellowthroat,Geothlypis trichas,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,2,39.8893501,-75.2601457
norcar,Northern Cardinal,Cardinalis cardinalis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 11:46:00,3,39.8893501,-75.2601457
cangoo,Canada Goose,Branta canadensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,2,39.8893501,-75.2601457
rocpig,Rock Pigeon,Columba livia,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,2,39.8893501,-75.2601457
chiswi,Chimney Swift,Chaetura pelagica,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,2,39.8893501,-75.2601457
rthhum,Ruby-throated Hummingbird,Archilochus colubris,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
killde,Killdeer,Charadrius vociferus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,2,39.8893501,-75.2601457
turvul,Turkey Vulture,Cathartes aura,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,2,39.8893501,-75.2601457
osprey,Osprey,Pandion haliaetus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
baleag,Bald Eagle,Haliaeetus leucocephalus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,6,39.8893501,-75.2601457
dowwoo,Downy Woodpecker,Dryobates pubescens,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,3,39.8893501,-75.2601457
norfli,Northern Flicker,Colaptes auratus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
acafly,Acadian Flycatcher,Empidonax virescens,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
wilfly,Willow Flycatcher,Empidonax traillii,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,2,39.8893501,-75.2601457
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,3,39.8893501,-75.2601457
blujay,Blue Jay,Cyanocitta cristata,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,2,39.8893501,-75.2601457
amecro,American Crow,Corvus brachyrhynchos,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,3,39.8893501,-75.2601457
carchi,Carolina Chickadee,Poecile carolinensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
tuftit,Tufted Titmouse,Baeolophus bicolor,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,4,39.8893501,-75.2601457
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,6,39.8893501,-75.2601457
houwre,Northern House Wren,Troglodytes aedon,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,3,39.8893501,-75.2601457
marwre,Marsh Wren,Cistothorus palustris,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,4,39.8893501,-75.2601457
eursta,European Starling,Sturnus vulgaris,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,5,39.8893501,-75.2601457
woothr,Wood Thrush,Hylocichla mustelina,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,6,39.8893501,-75.2601457
cedwax,Cedar Waxwing,Bombycilla cedrorum,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,8,39.8893501,-75.2601457
houspa,House Sparrow,Passer domesticus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
houfin,House Finch,Haemorhous mexicanus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
amegfi,American Goldfinch,Spinus tristis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
fiespa,Field Sparrow,Spizella pusilla,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
sonspa,Song Sparrow,Melospiza melodia,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,9,39.8893501,-75.2601457
eastow,Eastern Towhee,Pipilo erythrophthalmus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
orcori,Orchard Oriole,Icterus spurius,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,2,39.8893501,-75.2601457
balori,Baltimore Oriole,Icterus galbula,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,4,39.8893501,-75.2601457
bnhcow,Brown-headed Cowbird,Molothrus ater,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,4,39.8893501,-75.2601457
comgra,Common Grackle,Quiscalus quiscula,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
amered,American Redstart,Setophaga ruticilla,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,1,39.8893501,-75.2601457
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,15,39.8893501,-75.2601457
indbun,Indigo Bunting,Passerina cyanea,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 09:42:00,3,39.8893501,-75.2601457
yebcuc,Yellow-billed Cuckoo,Coccyzus americanus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-19 07:48:00,1,39.8893501,-75.2601457
cangoo,Canada Goose,Branta canadensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
mallar3,Mallard,Anas platyrhynchos,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,13,39.8893501,-75.2601457
moudov,Mourning Dove,Zenaida macroura,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,3,39.8893501,-75.2601457
chiswi,Chimney Swift,Chaetura pelagica,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
killde,Killdeer,Charadrius vociferus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
turvul,Turkey Vulture,Cathartes aura,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
osprey,Osprey,Pandion haliaetus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,3,39.8893501,-75.2601457
dowwoo,Downy Woodpecker,Dryobates pubescens,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
norfli,Northern Flicker,Colaptes auratus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
acafly,Acadian Flycatcher,Empidonax virescens,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
easkin,Eastern Kingbird,Tyrannus tyrannus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,4,39.8893501,-75.2601457
reevir1,Red-eyed Vireo,Vireo olivaceus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
blujay,Blue Jay,Cyanocitta cristata,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
amecro,American Crow,Corvus brachyrhynchos,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
carchi,Carolina Chickadee,Poecile carolinensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
tuftit,Tufted Titmouse,Baeolophus bicolor,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
treswa,Tree Swallow,Tachycineta bicolor,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,3,39.8893501,-75.2601457
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
barswa,Barn Swallow,Hirundo rustica,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,5,39.8893501,-75.2601457
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
houwre,Northern House Wren,Troglodytes aedon,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
carwre,Carolina Wren,Thryothorus ludovicianus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
eursta,European Starling,Sturnus vulgaris,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,21,39.8893501,-75.2601457
grycat,Gray Catbird,Dumetella carolinensis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,32,39.8893501,-75.2601457
woothr,Wood Thrush,Hylocichla mustelina,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,6,39.8893501,-75.2601457
amerob,American Robin,Turdus migratorius,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,17,39.8893501,-75.2601457
cedwax,Cedar Waxwing,Bombycilla cedrorum,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,3,39.8893501,-75.2601457
amegfi,American Goldfinch,Spinus tristis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
sonspa,Song Sparrow,Melospiza melodia,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,3,39.8893501,-75.2601457
orcori,Orchard Oriole,Icterus spurius,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
balori,Baltimore Oriole,Icterus galbula,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,24,39.8893501,-75.2601457
comgra,Common Grackle,Quiscalus quiscula,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
comyel,Common Yellowthroat,Geothlypis trichas,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,7,39.8893501,-75.2601457
amered,American Redstart,Setophaga ruticilla,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
yelwar1,Northern Yellow Warbler,Setophaga aestiva,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,10,39.8893501,-75.2601457
norcar,Northern Cardinal,Cardinalis cardinalis,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,1,39.8893501,-75.2601457
indbun,Indigo Bunting,Passerina cyanea,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:33:00,2,39.8893501,-75.2601457
coohaw,Cooper's Hawk,Astur cooperii,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:00:00,1,39.8893501,-75.2601457
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-20 08:00:00,1,39.8893501,-75.2601457
chiswi,Chimney Swift,Chaetura pelagica,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,2,39.8893501,-75.2601457
grbher3,Great Blue Heron,Ardea herodias,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,1,39.8893501,-75.2601457
turvul,Turkey Vulture,Cathartes aura,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,2,39.8893501,-75.2601457
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,1,39.8893501,-75.2601457
norfli,Northern Flicker,Colaptes auratus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,1,39.8893501,-75.2601457
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,1,39.8893501,-75.2601457
eawvir1,Eastern Warbling Vireo,Vireo gilvus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,1,39.8893501,-75.2601457
reevir1,Red-eyed Vireo,Vireo olivaceus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,2,39.8893501,-75.2601457
blujay,Blue Jay,Cyanocitta cristata,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,1,39.8893501,-75.2601457
amecro,American Crow,Corvus brachyrhynchos,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,3,39.8893501,-75.2601457
treswa,Tree Swallow,Tachycineta bicolor,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,10,39.8893501,-75.2601457
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,1,39.8893501,-75.2601457
houwre,Northern House Wren,Troglodytes aedon,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2026-06-21 15:47:00,2,39.8893501,-75.2601457
